Problem,ProblemFamily,Dimension,Optimizer,MeanFinalValue,MeanFinalValueSuccess,MeanFinalValueFail,StdFinalValue,BestValue,WorstValue,MeanIterations,MeanFunctionEvals,MeanFunctionEvalsSuccess,MeanFunctionEvalsFail,MeanGradientEvals,MeanGradientEvalsSuccess,MeanGradientEvalsFail,MeanTime,SuccessRate,NumRuns
Ackley_5D_a20_b0.2_c6.28e0,Ackley,5,GD-WeightDecay,3.614227e0,NaN,3.614227e0,2.380024e-2,3.580756e0,3.685135e0,12.3,15.3,NaN,15.3,26.7,NaN,26.7,0.000,0.000,20
Ackley_5D_a20_b0.2_c6.28e0,Ackley,5,QQN-Bisection-1,3.382129e0,2.933375e0,3.574452e0,3.598742e-1,2.365266e0,3.574452e0,4.7,65.2,19.7,84.6,108.3,59.2,129.4,0.002,0.300,20
Ackley_5D_a20_b0.2_c6.28e0,Ackley,5,L-BFGS-MoreThuente,3.496346e0,2.793385e0,3.574452e0,2.479611e-1,2.536895e0,3.574456e0,6.7,51.0,20.5,54.4,37.2,16.5,39.6,0.001,0.100,20
Ackley_5D_a20_b0.2_c6.28e0,Ackley,5,GD-AdaptiveMomentum,3.575861e0,NaN,3.575861e0,3.629418e-3,3.574452e0,3.586804e0,32.1,34.5,NaN,34.5,66.3,NaN,66.3,0.001,0.000,20
Ackley_5D_a20_b0.2_c6.28e0,Ackley,5,Adam,3.574452e0,NaN,3.574452e0,1.268163e-6,3.574452e0,3.574458e0,272.8,548.5,NaN,548.5,547.5,NaN,547.5,0.012,0.000,20
Ackley_5D_a20_b0.2_c6.28e0,Ackley,5,Trust Region-Standard,4.489880e0,NaN,4.489880e0,1.259497e0,3.599115e0,6.857559e0,2.4,9.1,NaN,9.1,6.7,NaN,6.7,0.000,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,GD,3.574452e0,NaN,3.574452e0,1.760420e-10,3.574452e0,3.574452e0,96.5,99.3,NaN,99.3,195.0,NaN,195.0,0.003,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,QQN-StrongWolfe,3.574452e0,NaN,3.574452e0,5.841082e-15,3.574452e0,3.574452e0,10.0,79.2,NaN,79.2,81.0,NaN,81.0,0.002,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,L-BFGS-Conservative,3.574452e0,NaN,3.574452e0,5.155655e-9,3.574452e0,3.574452e0,31.5,170.7,NaN,170.7,128.1,NaN,128.1,0.004,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,GD-Nesterov,3.656074e0,NaN,3.656074e0,2.677150e-2,3.624156e0,3.720082e0,11.0,14.0,NaN,14.0,24.0,NaN,24.0,0.000,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,QQN-Bisection-2,3.540984e0,3.415477e0,3.574452e0,7.290859e-2,3.297228e0,3.574452e0,5.4,65.9,30.0,74.9,75.8,63.5,78.9,0.002,0.200,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Adam,3.574452e0,NaN,3.574452e0,7.486848e-9,3.574452e0,3.574452e0,371.4,745.8,NaN,745.8,744.8,NaN,744.8,0.017,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Adam-AMSGrad,3.574452e0,NaN,3.574452e0,2.445321e-9,3.574452e0,3.574452e0,619.2,1241.4,NaN,1241.4,1240.4,NaN,1240.4,0.031,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,GD-WeightDecay,3.593198e0,NaN,3.593198e0,6.138982e-3,3.584443e0,3.604654e0,16.4,19.4,NaN,19.4,34.8,NaN,34.8,0.001,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Trust Region-Standard,4.359909e0,NaN,4.359909e0,7.996405e-1,3.635133e0,5.790608e0,2.4,9.1,NaN,9.1,6.7,NaN,6.7,0.000,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,GD-AdaptiveMomentum,3.598156e0,NaN,3.598156e0,1.347602e-2,3.574452e0,3.628335e0,13.1,16.1,NaN,16.1,28.2,NaN,28.2,0.001,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Trust Region-Aggressive,4.217244e0,NaN,4.217244e0,2.379716e-1,3.810130e0,4.945283e0,1.1,5.2,NaN,5.2,4.1,NaN,4.1,0.000,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Trust Region-Conservative,3.577286e0,NaN,3.577286e0,2.440343e-3,3.574975e0,3.584490e0,67.8,205.8,NaN,205.8,137.7,NaN,137.7,0.002,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Trust Region-Precise,3.609728e0,NaN,3.609728e0,7.739850e-2,3.578367e0,3.916662e0,13.4,42.5,NaN,42.5,28.9,NaN,28.9,0.000,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Adam-Robust,3.576720e0,NaN,3.576720e0,3.012186e-3,3.574452e0,3.585122e0,61.9,126.8,NaN,126.8,125.8,NaN,125.8,0.003,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,L-BFGS-Aggressive,3.543411e0,2.953626e0,3.574452e0,1.353059e-1,2.953626e0,3.574453e0,20.4,185.8,31.0,193.9,63.1,15.0,65.6,0.003,0.050,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Adam-WeightDecay,3.574461e0,NaN,3.574461e0,1.597900e-5,3.574452e0,3.574521e0,139.2,281.3,NaN,281.3,280.3,NaN,280.3,0.007,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,QQN-CubicQuadraticInterpolation,3.588725e0,3.326994e0,3.602501e0,9.764232e-2,3.326994e0,3.835363e0,39.3,471.4,15.0,495.4,557.1,13.0,585.8,0.016,0.050,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,L-BFGS-MoreThuente,3.571880e0,3.523003e0,3.574453e0,1.121318e-2,3.523003e0,3.574458e0,7.5,55.9,11.0,58.3,40.5,9.0,42.2,0.001,0.050,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,GD-Momentum,3.807490e0,NaN,3.807490e0,6.882825e-2,3.643983e0,3.908335e0,11.5,14.5,NaN,14.5,25.0,NaN,25.0,0.000,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,QQN-GoldenSection,3.574452e0,NaN,3.574452e0,1.012148e-8,3.574452e0,3.574452e0,7.7,186.9,NaN,186.9,43.8,NaN,43.8,0.003,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,QQN-Bisection-1,3.535096e0,3.180895e0,3.574452e0,1.225369e-1,3.077191e0,3.574452e0,6.6,96.2,27.0,103.9,130.8,68.5,137.8,0.002,0.100,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Trust Region-Adaptive,4.409548e0,NaN,4.409548e0,1.083234e0,3.589783e0,6.232535e0,5.4,18.2,NaN,18.2,12.8,NaN,12.8,0.000,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,L-BFGS,3.501629e0,3.086434e0,3.574899e0,2.166023e-1,2.724222e0,3.582051e0,16.5,133.3,38.7,150.0,68.5,23.7,76.4,0.002,0.150,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,Adam-Fast,3.602343e0,NaN,3.602343e0,4.104668e-2,3.574452e0,3.701781e0,51.8,106.6,NaN,106.6,105.6,NaN,105.6,0.002,0.000,20
Ackley_10D_a20_b0.2_c6.28e0,Ackley,10,L-BFGS-Limited,3.574452e0,NaN,3.574452e0,4.050899e-10,3.574452e0,3.574452e0,20.2,142.2,NaN,142.2,62.3,NaN,62.3,0.003,0.000,20
StyblinskiTang_2D,StyblinskiTang,2,L-BFGS,-7.315234e1,-7.832313e1,-6.798155e1,7.012616e0,-7.833221e1,-5.778315e1,14.3,132.3,87.1,177.6,61.3,42.2,80.4,0.002,0.500,20
StyblinskiTang_2D,StyblinskiTang,2,QQN-Bisection-2,-7.479022e1,-7.832176e1,-6.419561e1,6.116808e0,-7.833144e1,-6.419561e1,6.2,99.0,74.8,171.6,100.0,85.3,143.8,0.002,0.750,20
StyblinskiTang_2D,StyblinskiTang,2,GD-Nesterov,-6.563078e1,-7.831368e1,-6.422157e1,1.276594e1,-7.831584e1,-3.591929e1,26.1,29.1,35.0,28.5,54.4,67.0,53.0,0.001,0.100,20
StyblinskiTang_2D,StyblinskiTang,2,Trust Region-Standard,6.009982e1,-7.832267e1,1.523815e2,5.782884e2,-7.833180e1,2.579661e3,70.0,212.3,237.0,195.8,142.3,159.0,131.2,0.001,0.400,20
StyblinskiTang_2D,StyblinskiTang,2,QQN-CubicQuadraticInterpolation,-7.337508e1,-7.831890e1,-6.183949e1,8.084362e0,-7.833216e1,-5.005889e1,7.2,74.5,50.3,131.0,79.6,57.4,131.3,0.002,0.700,20
StyblinskiTang_2D,StyblinskiTang,2,GD-WeightDecay,-7.457504e1,-7.831363e1,-7.256195e1,6.179080e0,-7.832255e1,-6.374305e1,36.9,39.9,39.7,39.9,76.0,76.4,75.8,0.001,0.350,20
StyblinskiTang_2D,StyblinskiTang,2,L-BFGS-MoreThuente,-7.408451e1,-7.832261e1,-6.419561e1,6.473809e0,-7.833224e1,-6.419560e1,6.5,54.1,38.9,89.8,41.0,30.0,66.5,0.001,0.700,20
StyblinskiTang_2D,StyblinskiTang,2,Adam-WeightDecay,-7.548051e1,-7.830182e1,-6.419526e1,5.642626e0,-7.830490e1,-6.419508e1,945.2,1893.5,1897.1,1879.0,1893.3,1897.1,1878.0,0.040,0.800,20
StyblinskiTang_2D,StyblinskiTang,2,Trust Region-Aggressive,-6.433712e1,-7.832054e1,-6.084126e1,2.555211e1,-7.833098e1,3.641658e-1,15.7,49.3,59.2,46.8,33.6,40.5,31.9,0.000,0.200,20
StyblinskiTang_2D,StyblinskiTang,2,QQN-Bisection-1,-7.402834e1,-7.832419e1,-6.400470e1,7.840925e0,-7.833134e1,-5.005889e1,13.0,385.6,87.4,1081.7,391.6,118.5,1028.7,0.007,0.700,20
StyblinskiTang_2D,StyblinskiTang,2,Trust Region-Conservative,-1.024613e1,NaN,-1.024613e1,4.378971e-1,-1.148375e1,-9.641073e0,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.019,0.000,20
StyblinskiTang_2D,StyblinskiTang,2,Trust Region-Precise,-6.260354e1,NaN,-6.260354e1,4.265172e-1,-6.353097e1,-6.217850e1,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.019,0.000,20
StyblinskiTang_2D,StyblinskiTang,2,GD,-7.336924e1,-7.830888e1,-6.419561e1,6.731603e0,-7.831793e1,-6.419561e1,63.5,66.5,54.8,88.0,129.7,106.7,172.3,0.002,0.650,20
StyblinskiTang_2D,StyblinskiTang,2,Adam-AMSGrad,-3.028788e1,NaN,-3.028788e1,1.580234e0,-3.292934e1,-2.783156e1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.056,0.000,20
StyblinskiTang_2D,StyblinskiTang,2,L-BFGS-Conservative,-7.689571e1,-7.830684e1,-6.419561e1,4.233368e0,-7.831237e1,-6.419561e1,57.5,300.1,277.4,504.0,239.1,221.6,396.5,0.008,0.900,20
StyblinskiTang_2D,StyblinskiTang,2,QQN-GoldenSection,-7.691240e1,-7.832538e1,-6.419561e1,4.238933e0,-7.833233e1,-6.419561e1,3.8,159.8,148.4,261.5,24.3,21.7,48.0,0.002,0.900,20
StyblinskiTang_2D,StyblinskiTang,2,Adam,-2.943083e1,NaN,-2.943083e1,2.676056e0,-3.467394e1,-2.457141e1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.050,0.000,20
StyblinskiTang_2D,StyblinskiTang,2,Trust Region-Adaptive,-7.365551e1,-7.831951e1,-6.277285e1,1.727383e1,-7.833206e1,3.845826e-1,294.1,885.1,939.6,758.0,591.0,627.4,506.0,0.005,0.700,20
StyblinskiTang_2D,StyblinskiTang,2,GD-Momentum,-5.675342e1,-7.830441e1,-5.295031e1,1.593648e1,-7.830532e1,-2.480705e1,32.9,35.9,70.3,29.8,67.8,137.7,55.5,0.001,0.150,20
StyblinskiTang_2D,StyblinskiTang,2,Adam-Fast,-7.480675e1,-7.831342e1,-7.291855e1,4.669798e0,-7.832355e1,-6.155872e1,32.1,67.3,59.3,71.6,66.7,59.3,70.6,0.001,0.350,20
StyblinskiTang_2D,StyblinskiTang,2,QQN-StrongWolfe,-7.337982e1,-7.832517e1,-6.419561e1,6.739370e0,-7.833206e1,-6.419561e1,13.1,284.4,232.8,380.1,225.3,176.2,316.6,0.008,0.650,20
StyblinskiTang_2D,StyblinskiTang,2,L-BFGS-Aggressive,-5.134415e1,NaN,-5.134415e1,1.891808e1,-7.773489e1,-4.631431e0,384.1,3848.1,NaN,3848.1,1157.2,NaN,1157.2,0.025,0.000,20
StyblinskiTang_2D,StyblinskiTang,2,L-BFGS-Limited,-7.408730e1,-7.832662e1,-6.419554e1,6.475680e0,-7.833228e1,-6.419520e1,44.4,500.0,69.9,1503.7,136.2,32.8,377.5,0.006,0.700,20
StyblinskiTang_2D,StyblinskiTang,2,GD-AdaptiveMomentum,-3.866053e1,-7.831809e1,-3.657329e1,1.373181e1,-7.831809e1,-1.649591e1,21.4,24.4,50.0,23.1,45.0,97.0,42.2,0.001,0.050,20
StyblinskiTang_2D,StyblinskiTang,2,Adam-Robust,-2.068551e1,NaN,-2.068551e1,2.256649e0,-2.444526e1,-1.486495e1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.056,0.000,20
StyblinskiTang_5D,StyblinskiTang,5,QQN-CubicQuadraticInterpolation,-1.816292e2,-1.956866e2,-1.701277e2,1.476509e1,-1.958180e2,-1.534207e2,12.7,129.7,71.7,177.1,143.3,86.3,190.0,0.005,0.450,20
StyblinskiTang_5D,StyblinskiTang,5,L-BFGS-Aggressive,-1.040842e2,NaN,-1.040842e2,4.241175e1,-1.832115e2,-1.254535e1,384.0,3847.9,NaN,3847.9,1157.0,NaN,1157.0,0.028,0.000,20
StyblinskiTang_5D,StyblinskiTang,5,QQN-StrongWolfe,-1.851656e2,-1.956741e2,-1.781599e2,1.077509e1,-1.958250e2,-1.534207e2,14.3,261.1,124.6,352.0,236.4,113.5,318.3,0.009,0.400,20
StyblinskiTang_5D,StyblinskiTang,5,Adam-Fast,-1.855777e2,-1.955881e2,-1.733428e2,1.140050e1,-1.957995e2,-1.618270e2,31.0,65.0,59.4,71.9,64.5,59.4,70.9,0.001,0.550,20
StyblinskiTang_5D,StyblinskiTang,5,Adam-WeightDecay,-1.903577e2,-1.950245e2,-1.816907e2,6.359817e0,-1.950455e2,-1.816906e2,931.2,1865.5,1840.7,1911.6,1865.2,1840.7,1910.6,0.041,0.650,20
StyblinskiTang_5D,StyblinskiTang,5,GD-Momentum,-1.643599e2,-1.951544e2,-1.589256e2,3.721553e1,-1.952111e2,-7.543500e1,54.8,57.8,51.0,58.9,111.7,99.0,113.9,0.002,0.150,20
StyblinskiTang_5D,StyblinskiTang,5,Trust Region-Conservative,-1.049381e1,NaN,-1.049381e1,7.117538e-1,-1.215149e1,-9.392813e0,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.019,0.000,20
StyblinskiTang_5D,StyblinskiTang,5,GD-AdaptiveMomentum,-1.352263e2,-1.950733e2,-1.285766e2,3.619620e1,-1.950776e2,-7.446938e1,31.4,34.4,58.5,31.7,64.9,114.0,59.4,0.001,0.100,20
StyblinskiTang_5D,StyblinskiTang,5,QQN-Bisection-2,-1.886361e2,-1.956202e2,-1.781599e2,9.391167e0,-1.958257e2,-1.675574e2,10.7,177.8,97.3,298.4,142.6,99.1,207.9,0.005,0.600,20
StyblinskiTang_5D,StyblinskiTang,5,GD-WeightDecay,-1.884000e2,-1.953717e2,-1.779424e2,1.035866e1,-1.957254e2,-1.534207e2,50.1,53.1,42.2,69.4,102.8,81.5,134.8,0.002,0.600,20
StyblinskiTang_5D,StyblinskiTang,5,L-BFGS,-1.863461e2,-1.955898e2,-1.823845e2,7.773328e0,-1.958068e2,-1.735937e2,16.1,153.3,98.7,176.8,68.3,47.5,77.3,0.002,0.300,20
StyblinskiTang_5D,StyblinskiTang,5,L-BFGS-Limited,-1.886553e2,-1.956212e2,-1.816894e2,6.968401e0,-1.958288e2,-1.816473e2,83.0,839.9,71.7,1608.0,251.9,36.6,467.3,0.011,0.500,20
StyblinskiTang_5D,StyblinskiTang,5,QQN-Bisection-1,-1.893127e2,-1.955699e2,-1.799270e2,8.216187e0,-1.958284e2,-1.675574e2,15.4,413.4,210.2,718.4,436.9,244.2,725.9,0.008,0.600,20
StyblinskiTang_5D,StyblinskiTang,5,GD-Nesterov,-1.819730e2,-1.954544e2,-1.761953e2,1.846529e1,-1.956333e2,-1.161037e2,41.9,44.9,37.7,47.9,86.0,72.3,91.9,0.001,0.300,20
StyblinskiTang_5D,StyblinskiTang,5,L-BFGS-Conservative,-1.885621e2,-1.951034e2,-1.764140e2,1.028339e1,-1.952093e2,-1.588701e2,83.7,567.8,288.1,1087.3,343.6,227.8,558.9,0.012,0.650,20
StyblinskiTang_5D,StyblinskiTang,5,GD,-1.856781e2,-1.953169e2,-1.760394e2,1.169944e1,-1.954140e2,-1.534207e2,92.7,95.7,79.1,112.3,187.9,155.2,220.6,0.003,0.500,20
StyblinskiTang_5D,StyblinskiTang,5,Adam-Robust,-5.316114e1,NaN,-5.316114e1,3.790472e0,-6.115561e1,-4.492457e1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.059,0.000,20
StyblinskiTang_5D,StyblinskiTang,5,QQN-GoldenSection,-1.900432e2,-1.956410e2,-1.769819e2,9.297907e0,-1.958237e2,-1.675574e2,8.8,330.5,234.0,555.7,53.6,32.9,102.2,0.006,0.700,20
StyblinskiTang_5D,StyblinskiTang,5,Adam-AMSGrad,-7.498067e1,NaN,-7.498067e1,4.472842e0,-8.100295e1,-6.560654e1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.059,0.000,20
StyblinskiTang_5D,StyblinskiTang,5,Trust Region-Standard,-1.884504e2,-1.954281e2,-1.799220e2,8.334204e0,-1.956313e2,-1.666332e2,188.8,568.8,586.9,546.7,380.1,392.3,365.1,0.004,0.550,20
StyblinskiTang_5D,StyblinskiTang,5,Trust Region-Adaptive,-1.875494e2,-1.951343e2,-1.734630e2,1.112128e1,-1.952205e2,-1.672286e2,749.0,2249.5,2333.3,2093.9,1500.5,1556.5,1396.6,0.014,0.650,20
StyblinskiTang_5D,StyblinskiTang,5,L-BFGS-MoreThuente,-1.886854e2,-1.956768e2,-1.816941e2,6.992581e0,-1.958280e2,-1.816940e2,27.9,209.2,46.4,372.0,153.1,35.8,270.3,0.004,0.500,20
StyblinskiTang_5D,StyblinskiTang,5,Adam,-7.384963e1,NaN,-7.384963e1,4.478348e0,-8.298896e1,-6.635081e1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.052,0.000,20
StyblinskiTang_5D,StyblinskiTang,5,Trust Region-Aggressive,-1.895417e2,-1.953650e2,-1.847772e2,1.114808e1,-1.955583e2,-1.531951e2,47.4,144.5,148.0,141.6,97.2,99.7,95.1,0.001,0.450,20
StyblinskiTang_5D,StyblinskiTang,5,Trust Region-Precise,-6.275577e1,NaN,-6.275577e1,7.019922e-1,-6.396233e1,-6.171479e1,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.020,0.000,20
StyblinskiTang_10D,StyblinskiTang,10,Adam-AMSGrad,-1.513894e2,NaN,-1.513894e2,6.410770e0,-1.633568e2,-1.381884e2,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.061,0.000,20
StyblinskiTang_10D,StyblinskiTang,10,GD,-3.709164e2,-3.793643e2,-3.681005e2,9.857639e0,-3.803536e2,-3.492515e2,134.3,137.3,103.6,148.6,270.9,204.2,293.2,0.004,0.250,20
StyblinskiTang_10D,StyblinskiTang,10,Adam,-1.492093e2,NaN,-1.492093e2,8.207235e0,-1.652768e2,-1.355054e2,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.055,0.000,20
StyblinskiTang_10D,StyblinskiTang,10,QQN-StrongWolfe,-3.601537e2,-3.842347e2,-3.559041e2,1.802161e1,-3.860837e2,-3.209781e2,19.8,362.2,86.7,410.8,317.2,80.3,359.1,0.012,0.150,20
StyblinskiTang_10D,StyblinskiTang,10,GD-Momentum,-3.585182e2,-3.798538e2,-3.547530e2,3.826793e1,-3.815191e2,-1.981942e2,83.2,86.2,43.7,93.6,168.4,84.3,183.3,0.003,0.150,20
StyblinskiTang_10D,StyblinskiTang,10,QQN-CubicQuadraticInterpolation,-3.657310e2,-3.884314e2,-3.617251e2,1.973962e1,-3.910856e2,-3.209781e2,16.8,172.1,53.0,193.1,190.7,62.3,213.3,0.006,0.150,20
StyblinskiTang_10D,StyblinskiTang,10,QQN-Bisection-2,-3.724326e2,-3.831707e2,-3.666505e2,1.223263e1,-3.896268e2,-3.492515e2,15.6,234.2,109.6,301.2,185.2,108.9,226.3,0.006,0.350,20
StyblinskiTang_10D,StyblinskiTang,10,L-BFGS-Limited,-3.758582e2,-3.828617e2,-3.720870e2,7.699239e0,-3.863452e2,-3.633882e2,59.0,550.6,76.6,805.8,179.4,39.9,254.6,0.009,0.350,20
StyblinskiTang_10D,StyblinskiTang,10,GD-AdaptiveMomentum,-3.209433e2,-3.800140e2,-3.061757e2,6.457978e1,-3.821868e2,-1.865476e2,50.5,53.4,52.5,53.6,103.3,102.0,103.6,0.002,0.200,20
StyblinskiTang_10D,StyblinskiTang,10,Trust Region-Standard,-3.677335e2,-3.784437e2,-3.605934e2,1.957542e1,-3.788135e2,-2.995610e2,372.6,1120.5,1132.1,1112.7,747.7,755.8,742.3,0.008,0.400,20
StyblinskiTang_10D,StyblinskiTang,10,QQN-Bisection-1,-3.741597e2,-3.828004e2,-3.704566e2,9.577501e0,-3.891211e2,-3.492515e2,17.1,412.5,163.0,519.4,453.8,206.8,559.6,0.011,0.300,20
StyblinskiTang_10D,StyblinskiTang,10,GD-WeightDecay,-3.746243e2,-3.806624e2,-3.696841e2,9.856927e0,-3.830398e2,-3.491367e2,71.7,74.7,51.9,93.3,145.8,100.8,182.5,0.003,0.450,20
StyblinskiTang_10D,StyblinskiTang,10,Trust Region-Conservative,-1.088930e1,NaN,-1.088930e1,7.096556e-1,-1.247991e1,-9.277931e0,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.021,0.000,20
StyblinskiTang_10D,StyblinskiTang,10,GD-Nesterov,-3.750489e2,-3.809090e2,-3.725375e2,7.315368e0,-3.832219e2,-3.595768e2,62.9,65.9,42.7,75.9,128.1,82.3,147.7,0.002,0.300,20
StyblinskiTang_10D,StyblinskiTang,10,Trust Region-Aggressive,-3.705040e2,-3.794149e2,-3.615930e2,1.917744e1,-3.808566e2,-3.126156e2,93.8,284.1,285.0,283.1,190.2,191.0,189.4,0.002,0.500,20
StyblinskiTang_10D,StyblinskiTang,10,QQN-GoldenSection,-3.762204e2,-3.856212e2,-3.685288e2,1.204871e1,-3.911274e2,-3.492515e2,12.3,452.4,273.0,599.1,74.7,38.7,104.1,0.010,0.450,20
StyblinskiTang_10D,StyblinskiTang,10,L-BFGS-Conservative,-3.738885e2,-3.795401e2,-3.714663e2,8.267062e0,-3.818312e2,-3.492515e2,104.8,543.3,267.0,661.7,427.4,213.0,519.3,0.015,0.300,20
StyblinskiTang_10D,StyblinskiTang,10,Trust Region-Precise,-6.347553e1,NaN,-6.347553e1,9.967240e-1,-6.563920e1,-6.194232e1,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.023,0.000,20
StyblinskiTang_10D,StyblinskiTang,10,Adam-Fast,-3.651809e2,-3.829504e2,-3.575654e2,1.284600e1,-3.848632e2,-3.499715e2,32.2,67.5,56.0,72.4,66.8,56.0,71.4,0.002,0.300,20
StyblinskiTang_10D,StyblinskiTang,10,Trust Region-Adaptive,-2.512988e2,NaN,-2.512988e2,1.087791e0,-2.536624e2,-2.490970e2,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.020,0.000,20
StyblinskiTang_10D,StyblinskiTang,10,L-BFGS-Aggressive,-1.965769e2,NaN,-1.965769e2,5.943739e1,-3.073048e2,-3.329073e1,384.0,3848.4,NaN,3848.4,1157.0,NaN,1157.0,0.029,0.000,20
StyblinskiTang_10D,StyblinskiTang,10,L-BFGS,-3.756933e2,-3.862551e2,-3.670519e2,1.211075e1,-3.902178e2,-3.462610e2,13.9,132.2,70.9,182.3,59.1,37.4,76.8,0.002,0.450,20
StyblinskiTang_10D,StyblinskiTang,10,L-BFGS-MoreThuente,-3.762020e2,-3.874496e2,-3.701455e2,1.176605e1,-3.908922e2,-3.492515e2,16.1,125.9,55.1,164.0,93.2,42.6,120.5,0.002,0.350,20
StyblinskiTang_10D,StyblinskiTang,10,Adam-Robust,-1.048930e2,NaN,-1.048930e2,5.686212e0,-1.134574e2,-9.231672e1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.062,0.000,20
StyblinskiTang_10D,StyblinskiTang,10,Adam-WeightDecay,-3.734992e2,-3.781571e2,-3.709911e2,6.630276e0,-3.782304e2,-3.633793e2,917.4,1837.7,1709.3,1906.8,1837.0,1709.3,1905.8,0.043,0.350,20
Beale_2D,Beale,2,L-BFGS-Aggressive,1.387281e1,NaN,1.387281e1,2.996135e0,8.859907e0,2.022300e1,384.0,3851.9,NaN,3851.9,1157.0,NaN,1157.0,0.021,0.000,20
Beale_2D,Beale,2,L-BFGS,4.547608e-1,8.873770e-3,1.282837e0,8.106473e-1,1.988514e-3,3.152098e0,14.5,122.0,123.8,118.7,60.1,62.4,56.0,0.002,0.650,20
Beale_2D,Beale,2,Adam,7.185314e-2,NaN,7.185314e-2,2.998464e-2,3.036999e-2,1.571973e-1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.049,0.000,20
Beale_2D,Beale,2,QQN-Bisection-1,4.129987e-1,6.669454e-3,8.133255e0,1.771149e0,4.487824e-3,8.133255e0,11.4,277.4,170.6,2305.0,333.6,205.6,2764.0,0.006,0.950,20
Beale_2D,Beale,2,L-BFGS-Conservative,1.172456e-2,1.172456e-2,NaN,2.954942e-3,5.273146e-3,1.486576e-2,39.2,200.7,200.7,NaN,160.2,160.2,NaN,0.005,1.000,20
Beale_2D,Beale,2,Adam-AMSGrad,2.171390e-1,NaN,2.171390e-1,7.600265e-2,8.699790e-2,3.951203e-1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.055,0.000,20
Beale_2D,Beale,2,Trust Region-Conservative,4.325150e0,9.917773e-3,4.552268e0,3.187362e0,9.917773e-3,1.291746e1,998.2,2999.7,2955.0,3002.0,2000.5,1971.0,2002.0,0.018,0.050,20
Beale_2D,Beale,2,Trust Region-Aggressive,1.226834e0,1.332205e-3,1.291334e0,4.130222e-1,1.332205e-3,1.906486e0,5.2,17.8,21.0,17.6,12.6,15.0,12.4,0.000,0.050,20
Beale_2D,Beale,2,GD-AdaptiveMomentum,3.091673e-1,4.857977e-3,1.526404e0,7.010261e-1,6.424332e-4,2.114162e0,22.5,25.5,26.8,20.2,47.8,50.6,36.5,0.001,0.800,20
Beale_2D,Beale,2,L-BFGS-Limited,1.001631e-2,1.001631e-2,NaN,4.713628e-3,3.684521e-4,1.489411e-2,14.9,110.5,110.5,NaN,47.7,47.7,NaN,0.002,1.000,20
Beale_2D,Beale,2,Adam-WeightDecay,1.496454e-2,1.496454e-2,NaN,2.318321e-5,1.492714e-2,1.499792e-2,768.5,1539.9,1539.9,NaN,1539.9,1539.9,NaN,0.031,1.000,20
